x,y,r,g,b
144,7,252,175,185
203,24,252,153,174
231,39,184,179,176
83,26,237,239,234
134,0,209,186,196
88,2,208,193,196
262,35,191,182,185
18,12,210,158,171
10,8,131,86,91
202,40,195,183,187
100,2,211,199,201
229,1,185,180,177
110,40,200,188,192
281,19,211,210,182
141,23,252,218,217
293,20,102,81,80
275,22,249,180,147
51,22,236,216,227
297,40,128,119,122
268,13,235,195,183
201,4,228,207,214
278,32,195,186,189
20,40,145,136,139
175,31,255,201,207
195,15,255,192,205
129,24,239,211,199
268,8,205,189,192
212,27,194,206,186
198,5,233,210,216
268,17,227,181,155
285,35,170,161,164
170,18,201,223,234
239,23,234,202,191
115,21,211,169,155
270,0,152,140,150
14,16,221,170,187
53,2,184,173,177
251,39,171,162,165
180,0,184,195,189
169,12,195,206,234
140,23,250,193,199
236,28,227,209,209
83,4,210,204,206
107,39,205,193,197
31,36,180,171,174
110,6,232,220,222
103,22,217,202,225
43,40,162,153,156
185,7,238,224,221
243,21,221,196,200
137,10,232,116,139
116,31,243,227,237
149,2,219,209,207
38,16,236,217,213
133,17,244,212,191
186,8,241,234,228
260,39,165,156,159
169,0,207,187,189
46,16,250,214,224
6,5,168,154,153
122,28,236,214,216
100,8,231,218,228
266,39,162,153,156
45,29,232,211,216
30,32,202,193,196
215,13,239,239,227
195,39,205,193,197
88,13,255,213,237
83,9,236,224,234
296,38,142,131,135
191,39,207,195,199
87,21,255,209,240
3,16,159,73,102
54,31,234,212,225
76,24,243,199,222
131,0,219,182,199
31,40,152,143,146
187,19,219,74,89
150,24,234,233,239
241,33,216,207,210
81,26,233,221,221
268,0,156,144,146
180,10,236,229,236
118,31,242,226,236
2,38,142,133,136
162,22,151,185,210
252,7,208,196,196
212,24,159,183,159
225,20,243,233,241
93,23,241,200,234
190,36,227,215,219
102,14,212,195,229
220,4,214,202,206
197,36,225,213,217
67,15,231,222,215
19,20,239,167,191
80,1,204,174,182
294,32,153,138,143
271,7,201,186,193
287,9,170,181,165
270,28,226,193,188
34,38,170,161,164
294,15,146,121,125
21,14,225,172,164
185,21,255,133,140
154,34,243,220,228
186,32,240,228,232
288,30,198,168,168
121,5,225,220,227
58,38,185,176,179
274,23,255,201,164
32,10,199,173,172
251,14,142,95,101
203,8,235,221,221
253,19,246,219,224
72,9,212,216,193
154,8,222,184,199
266,20,234,181,167
268,39,161,152,155
268,40,154,145,148
113,17,249,211,202
107,38,211,199,203
136,8,255,196,206
288,28,212,182,182
68,38,194,185,188
218,24,248,222,235
173,27,213,236,230
58,26,221,227,217
200,35,226,214,218
101,39,201,189,193
125,34,237,225,229
82,7,230,213,223
278,3,166,157,160
89,34,226,214,218
55,37,193,184,187
66,16,255,220,255
45,20,219,188,196
225,6,221,211,210
245,4,198,189,192
12,2,148,144,143
118,0,204,187,180
74,1,191,179,189
292,0,131,127,124
71,32,226,217,220
13,27,192,130,141
224,17,240,224,225
148,7,248,202,205
92,19,226,169,204
165,32,235,223,227
46,40,164,155,158
60,36,202,193,196
33,39,164,155,158
7,17,222,184,195
128,28,255,224,224
142,12,255,215,222
242,5,202,196,196
225,1,187,182,179
55,10,208,199,192
208,20,235,207,195
181,29,250,218,221
230,13,242,223,225
59,21,163,186,157
79,39,193,184,187
68,10,171,190,162
187,36,227,215,219
190,4,230,209,216
129,0,213,187,200
293,2,143,138,135
83,37,210,198,202
239,33,216,205,209
212,13,172,184,160
214,33,228,207,202
54,25,231,225,229
111,12,242,231,225
162,20,150,178,200
225,2,198,190,188
16,10,161,127,141
42,16,173,151,153
164,33,232,220,224
57,27,234,228,230
85,35,221,209,213
219,6,225,213,217
0,38,141,132,135
197,27,245,195,204
234,19,219,201,201
250,29,233,217,218
90,10,208,154,180
175,1,205,195,203
153,21,252,198,221
59,15,171,180,159
259,16,203,162,170
269,31,184,204,195
9,13,197,191,179
58,30,235,211,225
209,39,196,196,206
217,18,237,234,225
71,2,202,185,195
121,13,236,211,214
72,40,180,171,174
244,1,181,166,173
60,32,221,212,215
129,13,242,160,149
84,12,237,226,240
260,5,193,181,185
220,6,224,212,216
279,13,206,197,166
231,27,242,217,213
209,37,204,203,211
7,27,175,104,118
181,19,240,229,233
28,33,196,187,190
78,30,241,221,223
84,5,212,212,214
1,5,157,149,146
257,4,188,178,189
90,27,233,186,204
224,14,244,225,227
139,28,248,206,216
258,10,192,122,132
155,34,244,218,227
196,29,226,242,229
115,15,231,169,144
100,1,202,190,192
26,9,175,142,135
41,28,227,217,215
144,0,183,211,196
192,34,231,219,223
14,14,217,162,167
64,3,198,191,185
284,15,110,159,103
11,39,145,136,139
108,16,216,203,213
37,17,235,214,209
161,28,195,208,224
199,36,225,213,217
244,40,170,161,164
32,22,242,211,208
68,0,191,165,178
205,37,216,204,208
287,37,158,149,152
257,34,199,190,193
156,22,206,158,180
279,37,166,157,160
257,16,172,63,94
157,22,237,198,217
165,20,215,232,248
98,38,207,195,199
193,30,242,231,229
201,29,238,223,220
178,3,224,208,211
26,35,181,172,175
296,20,207,191,192
68,1,197,174,184
22,30,208,198,196
165,33,241,229,233
185,8,236,229,221
265,26,235,142,163
207,15,236,153,171
129,27,248,217,212
31,3,176,160,160
36,39,166,157,160
109,36,225,213,217
40,30,217,212,206
119,8,240,210,200
256,31,237,189,203
101,11,197,182,205
7,33,175,166,169
91,12,204,145,175
64,1,193,171,174
135,16,255,209,196
46,28,221,196,202
200,25,217,87,121
142,4,243,214,219
10,5,177,159,159
239,2,191,183,181
287,1,142,133,134
194,3,224,203,210
104,35,228,216,220
101,40,197,185,189
4,14,157,70,86
13,39,147,138,141
120,15,220,183,177
209,26,241,234,216
67,16,253,223,247
282,5,174,163,167
21,18,233,191,179
6,17,231,162,183
187,11,250,226,222
214,25,212,226,209
208,0,198,178,190
2,22,183,133,134
257,14,146,30,31
123,21,229,187,173
121,10,246,227,231
206,20,236,114,139
66,29,222,218,207
114,7,234,209,204
194,5,231,212,216
162,26,131,189,200
86,19,255,197,238
264,28,252,172,201
252,15,193,142,149
182,23,251,200,209
101,32,238,226,230
234,40,172,171,167
71,12,178,183,160
278,26,219,169,158
147,22,244,228,231
222,39,193,181,181
94,9,245,218,233
190,18,243,173,181
152,28,255,219,242
298,3,147,139,137
263,2,173,167,155
141,40,204,192,196
54,30,234,212,225
250,23,225,203,206
293,35,169,154,159
37,37,179,170,173
53,32,218,209,212
18,15,191,123,144
60,28,229,229,221
166,2,217,207,206
117,23,243,201,189
50,3,187,174,181
132,31,236,239,230
289,30,173,143,143
252,40,166,157,160
241,1,184,167,175
290,35,174,159,164
227,6,220,210,209
67,4,198,200,189
4,23,153,76,86
290,30,136,108,107
124,6,234,223,229
201,21,226,191,187
45,13,235,215,224
2,6,169,151,151
200,31,255,224,234
171,29,215,242,237
217,6,226,214,216
75,2,197,187,195
214,20,205,234,212
9,23,231,183,183
218,14,240,230,231
260,0,154,153,148
51,39,175,166,169
139,39,213,201,205
0,33,168,159,162
7,10,180,97,113
126,34,237,225,229
210,0,197,177,189
264,26,227,118,147
210,6,224,216,213
283,31,183,191,176
65,33,219,210,213
12,23,240,181,185
155,40,204,192,196
144,20,255,189,199
161,4,221,220,215
281,28,204,200,188
284,24,139,156,137
105,26,241,227,242
275,14,207,156,135
8,32,179,170,173
256,18,226,96,130
102,4,222,210,214
212,2,209,192,202
193,23,248,219,215
7,9,151,74,90
52,26,234,223,231
135,34,237,225,229
256,5,198,180,194
282,23,187,195,171
230,36,214,196,192
190,0,192,190,191
168,28,221,211,238
249,21,177,152,156
265,17,236,131,145
266,1,164,153,147
134,6,239,226,220
26,7,192,162,160
77,9,218,168,195
14,22,205,132,141
157,34,244,217,226
126,4,235,212,204
227,18,239,224,227
128,37,221,209,213
81,25,229,221,218
259,35,193,184,187
35,39,165,156,159
247,7,209,204,201
88,8,246,215,230
134,18,255,217,203
65,38,192,183,186
268,4,181,172,177
118,5,246,218,207
31,23,220,220,210
210,8,216,216,204
12,13,212,195,187
149,38,218,203,208
57,33,215,206,209
71,26,188,200,180
160,14,220,232,230
163,35,233,221,225
167,21,252,216,252
207,14,247,175,189
232,30,244,219,215
279,22,214,169,146
42,25,225,211,210
203,10,252,231,230
125,19,230,190,178
204,34,230,218,222
59,13,158,167,146
248,37,189,180,183
72,3,199,187,191
63,24,201,238,197
284,0,138,129,130
100,36,222,210,214
152,39,206,191,196
298,36,157,145,149
122,38,215,203,207
275,23,255,195,161
185,25,239,163,165
234,33,225,207,207
274,18,223,174,144
269,0,155,142,149
25,16,220,148,124
240,33,216,207,210
257,25,210,84,108
288,35,174,159,164
123,37,221,209,213
13,24,176,94,106
18,32,192,183,186
59,26,203,214,198
24,26,196,139,119
105,3,217,205,207
181,8,239,227,229
201,22,249,220,216
290,1,138,134,131
115,23,209,167,155
194,37,219,207,211
245,22,238,213,217
31,39,161,152,155
258,27,187,127,137
130,5,229,222,216
72,36,210,201,204
236,7,220,208,208
98,12,241,229,231
220,34,239,206,191
102,38,207,195,199
225,33,228,187,181
254,6,202,192,193
98,14,230,218,220
245,35,204,195,198
32,2,175,157,153
293,38,144,133,137
118,4,235,211,201
156,12,211,150,183
21,40,146,137,140
178,22,173,143,197
231,2,195,187,185
203,22,245,217,213
196,36,225,213,217
26,17,220,149,131
265,34,192,183,186
173,7,245,224,221
83,1,188,184,183
259,10,230,169,177
240,18,199,172,177
286,8,174,175,169
141,8,213,139,156
190,23,231,135,139
240,5,202,198,197
198,0,188,189,191
133,20,252,202,191
168,13,146,180,208
292,3,150,145,142
157,21,237,197,221
116,0,202,185,178
159,20,246,222,246
58,40,173,164,167
288,27,205,175,175
231,8,228,214,214
193,4,228,207,214
216,12,236,233,226
55,27,234,221,230
60,38,186,177,180
291,38,145,134,138
290,26,205,177,176
33,37,176,167,170
253,24,242,222,224
146,40,206,191,196
76,13,254,197,238
39,18,234,216,212
156,13,204,154,183
106,17,191,177,190
144,9,232,131,145
136,24,255,166,181
6,4,152,151,147
272,28,199,197,182
70,0,185,161,177
183,40,200,188,192
170,1,210,194,195
164,28,145,210,214
233,18,232,216,217
88,27,242,215,224
176,1,195,205,194
295,39,137,126,130
159,21,246,223,243
137,4,223,222,218
34,6,199,180,176
280,11,199,199,175
18,16,203,125,123
3,9,153,79,94
46,39,171,162,165
279,29,210,186,184
63,28,208,217,196
270,39,160,151,154
44,7,207,195,199
232,0,177,172,169
241,29,237,221,222
111,39,205,193,197
166,9,243,222,241
126,8,250,221,213
228,24,242,227,230
217,20,237,233,232
53,20,240,233,223
260,13,225,146,151
210,1,204,184,196
189,12,255,213,226
117,36,227,215,219
248,1,176,163,170
189,33,237,225,229
61,5,207,207,195
183,21,255,196,199
271,4,175,164,178
74,32,227,218,221
98,2,208,196,200
140,32,238,226,230
274,37,169,160,163
152,19,255,208,232
36,24,230,213,206
295,12,182,162,164
174,32,240,228,232
95,30,243,229,220
178,33,237,225,229
296,19,207,191,192
48,34,205,196,199
136,23,252,156,170
86,30,234,228,230
279,10,200,191,176
89,9,230,187,207
71,8,210,223,195
277,34,183,174,177
13,7,203,145,157
82,37,209,197,201
147,7,249,192,198
191,31,244,226,240
85,32,233,221,225
151,27,245,227,241
10,9,131,82,88
162,37,224,212,216
199,40,194,182,186
16,21,175,65,114
0,36,152,143,146
163,5,227,224,219
124,32,240,228,232
292,14,104,73,79
241,27,211,192,194
189,35,230,218,222
285,16,144,169,140
48,22,200,168,189
264,10,201,176,180
252,12,196,155,159
149,19,252,201,206
75,28,243,226,232
203,39,201,189,193
273,0,152,142,143
18,25,215,195,184
257,21,197,90,108
151,29,251,224,241
240,13,205,187,183
132,21,219,175,162
142,14,239,230,223
94,1,190,196,192
292,25,112,86,87
143,35,233,221,225
72,28,230,226,223
290,25,206,178,177
287,30,194,181,172
66,23,222,242,207
216,35,229,210,204
71,38,195,186,189
245,30,231,215,216
13,14,223,195,191
13,30,187,192,188
276,24,221,154,128
89,7,242,205,222
50,20,200,173,182
68,29,227,224,217
180,12,246,226,238
224,40,183,173,174
186,23,243,124,130
279,40,146,137,140
273,8,207,189,189
176,27,220,196,222
133,8,246,217,209
114,36,227,215,219
217,17,237,235,223
213,0,193,176,186
84,8,226,221,227
29,23,228,211,203
276,9,204,185,179
146,3,214,217,208
272,19,203,164,125
80,20,240,194,223
116,14,233,169,141
248,38,180,171,174
267,6,192,183,188
223,15,245,225,237
18,39,150,141,144
236,13,189,170,172
270,17,223,149,122
67,2,198,182,185
1,14,184,171,162
65,0,192,165,172
65,4,202,204,191
48,31,208,222,196
186,12,255,221,215
262,33,201,192,195
103,25,240,225,244
189,23,229,124,129
116,28,238,216,218
8,3,148,143,140
146,9,218,124,138
127,25,255,220,212
210,40,183,181,192
49,4,196,181,188
216,22,231,236,232
94,19,240,216,240
292,11,99,72,77
232,36,210,196,193
141,36,228,216,220
220,20,247,227,238
75,0,181,174,182
18,36,169,160,163
245,33,213,204,207
287,32,181,172,175
250,16,192,163,168
266,10,210,188,190
245,3,194,183,187
277,24,211,145,123
130,32,240,228,232
64,14,248,229,235
180,39,207,195,199
211,37,204,201,208
35,14,236,208,207
262,19,247,177,188
158,33,230,200,210
19,10,218,186,189
144,38,216,204,208
62,15,225,243,217
145,39,213,201,205
133,9,244,205,198
9,11,198,158,159
126,17,225,187,178
185,29,237,232,226
142,19,238,145,156
267,18,242,197,176
26,2,166,156,157
10,35,164,155,158
231,36,211,196,193
54,32,218,209,212
203,26,190,83,109
218,1,195,183,187
137,0,193,199,195
147,31,240,231,232
89,17,214,120,170
143,19,239,149,159
50,11,230,204,207
97,26,209,195,210
243,10,226,217,212
183,7,237,221,221
155,27,202,141,172
54,16,227,227,199
149,25,227,237,239
145,3,212,218,208
183,1,198,199,203
90,39,198,186,190
137,36,228,216,220
118,34,233,221,225
172,10,253,223,235
223,37,213,193,186
23,31,204,192,194
241,34,211,202,205
59,27,227,230,221
218,8,232,220,222
263,30,229,191,214
269,29,209,209,201
16,40,140,131,134
293,33,150,135,140
290,5,170,160,159
54,39,177,168,171
15,3,147,157,149
286,15,124,185,125
123,15,246,225,232
173,14,207,226,232
212,14,172,184,160
66,28,203,206,187
198,20,186,68,92
64,12,227,224,219
17,29,202,189,198
162,0,205,190,197
232,21,205,185,186
175,40,202,190,194
264,23,213,106,122
51,29,223,220,215
116,4,238,211,200
216,30,230,191,176
242,24,178,158,160
297,37,152,140,144
51,18,201,180,175
188,29,241,229,231
73,18,246,228,226
71,33,223,214,217
209,29,239,225,216
29,17,220,154,142
164,6,235,227,224
278,27,228,185,178
51,31,214,214,204
260,40,160,151,154
125,10,251,225,224
22,22,192,167,163
178,25,176,144,185
280,6,180,171,174
174,17,195,210,239
63,12,221,237,211
177,1,195,205,196
219,23,251,224,241
279,11,200,192,171
54,38,183,174,177
32,35,186,177,180
247,36,198,189,192
147,37,222,210,214
267,7,196,185,189
205,12,249,204,209
120,2,211,206,212
193,5,231,212,216
174,0,201,188,197
165,8,247,226,235
44,38,176,167,170
77,0,177,176,181
182,18,255,229,221
270,38,165,156,159
209,30,242,225,218
15,19,212,148,164
188,27,255,220,223
288,1,139,138,134
155,28,205,139,175
201,14,197,97,121
64,17,255,212,255
297,27,195,180,183
108,11,245,232,242
59,8,204,206,192
43,17,188,161,166
204,17,225,144,153
159,3,218,214,215
137,40,204,192,196
176,39,207,195,199
152,37,233,216,222
90,12,208,149,179
281,1,149,140,141
178,32,240,228,232
109,38,211,199,203
275,15,220,165,144
211,14,179,194,165
128,12,250,150,148
53,34,208,199,202
34,11,214,188,187
25,14,216,181,161
237,17,240,225,228
23,7,193,173,166
279,24,218,175,156
38,0,162,151,149
198,13,218,144,159
258,5,196,180,191
241,4,200,191,194
61,13,207,221,196
153,23,245,202,221
11,36,161,152,155
100,25,241,226,245
167,38,218,206,210
180,1,196,202,198
147,5,241,222,218
71,4,206,201,197
150,11,226,134,155
211,28,224,227,210
195,23,226,165,172
291,27,166,140,139
255,35,197,188,191
289,16,220,190,190
152,16,255,203,232
126,19,220,180,168
0,14,184,188,173
73,0,187,171,184
171,0,206,187,193
253,13,163,116,122
251,40,166,157,160
293,22,98,77,76
16,19,194,79,118
229,33,228,195,190
11,19,187,209,196
54,12,210,197,189
275,39,156,147,150
251,11,223,191,194
140,24,254,205,211
170,15,139,187,209
114,40,200,188,192
190,20,255,193,200
96,0,195,182,189
92,27,238,195,212
94,25,235,205,231
177,40,200,188,192
282,32,187,178,181
139,16,252,125,142
10,27,178,104,119
169,30,241,222,242
16,34,178,169,172
142,16,255,163,185
136,22,255,159,172
256,36,190,181,184
93,3,209,200,203
289,3,153,148,145
162,5,227,224,217
189,15,241,146,176
283,20,158,178,150
251,4,193,184,187
286,5,170,158,162
34,26,184,164,157
125,33,239,227,231
226,11,242,226,227
269,19,219,185,148
58,37,194,185,188
101,15,197,181,208
280,12,199,200,169
196,34,231,219,223
253,4,192,183,186
250,34,204,195,198
125,29,247,228,232
189,19,252,150,161
184,11,250,234,221
10,6,176,150,153
11,31,192,180,184
279,38,159,150,153
222,4,213,201,205
60,9,175,182,164
276,22,235,161,132
106,35,228,216,220
259,34,198,189,192
220,30,240,188,167
67,38,193,184,187
33,29,220,200,193
13,11,181,105,118
283,18,151,174,145
234,20,194,173,172
153,0,222,182,191
253,2,180,171,176
176,31,240,231,226
26,16,233,152,133
71,6,213,220,202
255,34,201,192,195
176,34,233,221,225
110,25,196,181,200
17,28,206,196,194
104,6,229,216,226
200,2,209,200,205
133,38,215,203,207
280,23,217,191,168
1,20,201,175,174
47,39,171,162,165
133,16,243,212,191
256,21,233,100,127
97,35,226,214,218
265,8,173,161,165
272,35,180,171,174
244,12,238,219,215
171,13,189,208,225
246,18,192,165,170
130,23,225,193,180
257,7,220,184,198
93,2,205,199,199
268,10,226,201,197
200,22,255,216,217
191,30,252,228,242
131,22,207,169,156
119,34,233,221,225
125,3,224,210,209
14,30,178,195,187
181,37,221,209,213
278,25,213,160,144
279,4,170,161,166
139,35,233,221,225
102,26,240,226,241
228,29,246,210,198
189,22,233,124,130
64,9,160,179,159
20,4,171,163,161
69,34,217,208,211
298,21,202,190,192
245,19,238,211,216
209,9,224,228,211
95,16,237,227,238
18,35,173,164,167
7,0,127,123,122
157,38,221,202,208
251,19,244,217,222
292,34,166,151,156
209,4,218,206,210
139,30,255,222,234
143,7,236,184,196
296,26,200,184,185
175,14,221,233,231
81,11,242,211,229
60,26,179,197,173
69,38,195,186,189
72,27,229,230,222
34,0,160,145,140
246,13,217,189,188
274,34,185,176,179
237,35,205,199,199
109,20,196,181,200
236,1,181,176,173
293,25,95,74,73
219,5,220,208,212
152,34,243,222,229
152,36,236,217,223
39,19,237,219,215
209,36,210,207,214
238,3,198,190,188
295,14,193,173,175
202,20,185,124,129
19,12,235,186,192
95,0,177,190,183
160,21,237,220,255
98,3,214,202,206
91,29,255,216,223
113,15,253,205,191
277,22,217,147,122
100,22,218,203,226
291,0,132,128,125
172,26,176,228,224
247,10,232,214,212
138,16,216,104,116
89,21,239,167,207
272,22,247,200,154
197,35,228,216,220
83,22,242,229,238
141,21,255,211,215
179,5,244,214,226
275,7,193,181,183
133,32,240,228,232
53,37,192,183,186
45,12,232,215,223
82,17,210,140,194
62,21,218,243,214
45,33,208,199,202
218,35,232,208,198
122,6,228,225,236
174,6,237,224,218
245,10,229,218,214
286,1,142,133,134
252,26,240,221,223
105,24,238,223,244
59,18,177,181,164
236,26,191,166,161
253,35,198,189,192
186,36,227,215,219
296,9,180,166,166
35,34,194,185,188
43,9,217,202,207
212,40,182,181,189
245,9,224,214,212
77,40,183,174,177
279,27,222,189,180
103,6,225,212,222
185,23,230,121,126
232,15,194,174,176
288,19,226,196,196
162,1,208,197,203
100,11,214,200,217
237,0,174,169,166
105,32,238,226,230
239,14,187,168,170
289,26,211,181,181
174,30,255,219,218
73,13,232,217,212
237,10,236,220,221
255,9,210,188,190
153,37,232,213,219
151,22,252,226,237
99,29,243,231,233
112,13,255,219,209
290,19,210,182,181
168,21,255,222,255
200,9,238,220,220
261,16,246,194,206
51,40,168,159,162
227,8,234,220,220
11,0,140,125,128
202,13,180,99,116
159,27,255,216,242
83,31,237,221,232
116,11,204,148,123
116,8,215,172,153
18,27,206,203,186
297,0,129,121,119
240,11,223,214,209
290,18,209,181,180
56,21,211,223,201
283,28,191,199,184
257,6,209,182,197
176,15,205,161,214
36,7,199,179,178
77,16,236,152,202
222,5,218,206,210
296,37,152,140,144
109,25,196,181,200
294,5,165,155,154
62,2,187,182,176
35,26,196,177,170
4,27,163,103,113
275,29,214,192,194
207,31,242,234,231
224,27,253,224,218
259,32,207,198,201
249,24,173,153,155
180,9,234,224,232
41,18,205,185,186
263,14,195,145,146
158,14,237,223,246
133,24,254,203,202
63,9,161,173,153
138,32,238,226,230
236,3,200,192,190
39,15,229,204,208
238,10,233,217,218
63,6,197,201,187
224,35,233,200,193
256,28,255,185,209
185,20,255,136,142
167,27,178,179,207
124,36,227,215,219
273,22,248,195,151
254,20,237,210,215
284,22,145,167,144
50,27,226,220,220
41,1,167,157,158
130,27,231,203,199
200,10,238,212,213
216,23,234,234,232
251,27,236,217,219
252,6,202,193,194
289,27,212,182,182
135,31,226,231,225
52,30,224,215,216
48,24,191,168,186
157,5,232,219,226
150,12,212,117,139
179,38,213,201,205
265,28,244,176,199
98,37,216,204,208
75,5,222,206,207
223,39,192,180,180
206,38,207,195,199
93,6,234,214,223
100,20,185,170,189
40,28,224,217,211
53,39,176,167,170
211,17,188,189,171
249,37,188,179,182
150,26,233,233,241
70,5,209,213,198
103,19,218,204,221
49,15,235,205,207
256,15,188,64,64
70,13,210,215,192
54,24,231,227,226
107,32,238,226,230
129,37,221,209,213
249,31,220,206,206
280,1,149,140,141
35,31,214,200,191
194,7,227,226,222
169,11,232,228,253
41,11,184,163,168
207,11,244,224,223
293,18,102,81,80
111,31,245,234,232
17,21,172,71,115
23,12,178,140,121
41,37,183,174,177
266,17,247,169,167
244,30,227,211,212
71,13,201,205,182
151,14,255,162,190
64,19,249,222,241
290,36,165,153,157
279,3,166,157,160
162,38,219,207,211
290,6,166,152,152
240,16,215,186,191
32,17,201,166,164
49,8,222,200,203
86,23,246,226,238
18,23,240,183,200
101,24,246,231,252
239,3,198,190,188
98,0,195,183,187
168,14,139,189,216
64,2,195,179,179
249,9,224,208,208
215,35,225,207,203
129,8,231,180,176
266,14,225,186,179
213,31,229,224,205
111,4,224,212,216
53,10,182,167,164
261,9,229,194,201
289,19,226,196,196
58,25,204,217,200
271,22,246,196,161
73,5,217,210,204
270,36,178,169,172
282,19,187,200,170
108,21,177,162,183
186,1,198,196,201
275,2,162,153,156
260,26,176,142,143
186,20,237,93,103
112,17,255,222,213
61,22,194,224,190
41,0,160,151,152
256,30,247,189,204
264,24,215,103,125
287,8,174,175,169
161,5,228,223,217
214,14,219,223,206
83,8,233,223,231
256,7,221,183,198
83,6,222,213,218
211,2,209,192,202
154,31,235,164,206
161,10,255,222,229
34,39,164,155,158
178,8,193,176,194
228,14,245,226,228
177,32,240,228,232
111,0,199,186,193
115,32,240,228,232
207,13,255,208,217
19,18,239,170,175
35,3,179,164,159
291,20,165,139,138
213,35,223,211,211
83,29,238,229,234
295,29,182,163,165
152,26,254,223,241
228,30,229,192,176
109,26,202,188,203
135,28,248,224,224
253,17,247,218,223
30,34,190,181,184
162,2,214,208,210
206,22,227,162,170
244,4,198,189,192
12,7,191,144,152
272,12,230,178,165
135,12,255,204,204
281,2,158,149,152
112,16,255,222,213
93,24,245,204,236
276,34,184,175,178
94,4,213,211,212
270,34,189,180,183
105,35,228,216,220
240,40,172,163,166
70,23,183,205,169
142,36,228,216,220
249,40,168,159,162
17,40,141,132,135
49,11,240,211,215
269,30,195,206,198
221,22,245,226,246
223,25,244,228,239
146,24,235,232,239
161,27,186,212,227
2,1,143,124,128
0,12,191,172,165
18,11,213,170,180
2,2,147,135,137
138,38,216,204,208
92,0,197,182,185
265,25,232,135,152
161,26,178,209,227
18,24,222,183,186
107,36,225,213,217
214,28,236,233,216
93,8,237,206,221
63,34,213,204,207
19,14,233,171,182
261,34,196,187,190
273,28,200,192,179
45,35,198,189,192
21,39,152,143,146
169,35,233,221,225
189,6,235,220,225
102,23,239,224,247
179,30,253,224,226
224,0,181,176,173
22,38,158,149,152
53,35,204,195,198
266,7,194,183,187
178,30,252,230,232
80,37,208,196,200
289,32,146,131,136
194,29,225,235,224
130,22,227,191,177
178,38,213,201,205
1,38,141,132,135
261,18,254,211,218
247,6,205,199,199
202,11,247,206,212
9,8,138,91,97
252,9,224,204,205
153,25,240,197,217
178,17,167,149,197
224,16,240,221,223
257,19,191,89,111
247,23,130,108,111
47,16,245,207,218
257,0,151,156,160
78,40,184,175,178
154,29,225,159,195
122,36,227,215,219
207,2,206,195,201
28,29,225,194,191
231,23,208,188,189
177,37,221,209,213
48,21,210,177,196
224,34,239,202,194
223,26,247,228,232
42,2,177,168,169
287,4,165,152,159
93,13,250,202,228
204,36,222,210,214
74,20,248,221,226
1,11,196,154,156
149,40,204,192,196
279,21,215,173,149
203,36,222,210,214
9,18,186,210,197
213,4,215,203,207
254,25,233,213,215
107,6,230,217,226
119,24,255,221,211
192,12,233,226,218
16,1,145,137,134
35,1,169,154,149
54,3,194,184,185
259,37,181,172,175
141,3,229,210,212
251,7,208,198,197
191,15,215,115,153
222,17,247,229,227
108,24,210,195,216
100,34,230,218,222
293,19,103,82,81
170,12,207,215,238
172,6,234,225,220
37,26,219,206,198
248,27,176,157,159
129,3,219,210,211
238,17,235,220,223
49,14,237,207,209
32,6,199,178,175
115,8,226,189,173
262,3,180,173,167
231,24,217,197,196
109,18,222,208,223
87,30,239,224,227
71,27,216,222,208
17,31,211,187,213
115,18,206,168,157
90,37,213,201,205
19,34,180,171,174
128,34,237,225,229
9,40,134,125,128
271,33,195,186,189
281,36,172,163,166
194,22,230,213,205
288,25,210,180,180
151,0,217,180,188
160,37,221,209,213
27,12,228,195,188
276,29,221,189,192
33,20,240,209,206
204,35,226,214,218
196,40,196,184,188
178,12,221,202,232
34,1,168,153,148
166,18,237,233,247
102,12,191,175,204
151,23,250,230,241
242,16,202,173,178
142,26,233,232,228
105,12,193,177,206
203,12,219,163,172
128,10,248,158,158
161,18,192,207,230
188,40,198,186,190
224,10,238,222,223
29,35,183,174,177
240,15,182,161,158
58,34,210,201,204
63,29,221,222,208
173,39,211,199,203
283,12,137,163,124
34,4,186,168,164
137,22,232,127,144
142,2,232,203,208
4,40,129,120,123
275,26,205,157,137
173,12,247,235,245
261,23,255,204,206
278,9,199,186,178
0,18,202,182,184
5,4,150,151,146
115,28,237,215,217
233,27,221,197,193
299,31,180,171,174
277,19,236,171,151
255,16,198,169,174
70,34,218,209,212
104,18,224,210,225
290,16,206,178,177
281,21,210,206,179
147,4,229,222,216
41,20,224,206,206
273,5,178,172,174
35,38,170,161,164
152,25,248,220,235
180,21,227,212,235
138,6,248,207,213
258,20,187,124,132
82,20,254,215,242
246,22,195,170,174
173,8,250,220,222
122,4,215,217,229
116,10,195,143,121
243,34,210,201,204
16,28,205,194,192
236,40,170,171,166
235,28,229,209,210
253,12,209,167,171
145,4,232,221,215
262,34,196,187,190
271,28,227,182,179
216,6,225,215,216
249,18,167,140,145
236,31,224,213,221
272,7,195,183,185
162,3,217,216,212
93,32,237,225,229
296,29,190,174,175
258,21,192,125,132
235,18,236,220,221
136,21,255,163,174
267,36,180,171,174
200,38,207,195,199
163,4,221,220,215
280,26,220,198,184
41,25,229,218,216
90,34,227,215,219
144,26,240,230,239
260,18,239,213,214
298,14,195,183,183
273,9,209,184,180
14,0,123,138,131
222,27,251,223,219
63,35,209,200,203
167,7,239,228,234
192,31,255,223,230
1,3,148,136,136
193,28,220,217,210
103,4,223,211,215
117,37,221,209,213
139,0,192,194,191
133,28,241,230,224
